region;nombre_ocupacion;avisos;vacantes;profesional;tecnico_sup;media;basica;sin_info_educacion;completa;parcial;remota;otras;sin_info_modalidad;salario_nacional_25;salario_nacional_75;salario_regional_25;salario_regional_75;anios_exp_nacional;anios_exp_regional
Los Ríos;Especialistas_en_formaci_n_del_personal;53;1,0;27;38;2;;33;8;77;;2;13;700000;725000;;;2.2;0.0
Los Ríos;Especialistas_en_m_todos_pedag_gicos;38;1,3;73;16;;;11;54;46;;;11;893125;1050000;;;2.0;0.0
Los Ríos;Especialistas_en_pol_ticas_y_servicios_de_personal;42;3,1;66;27;;;7;80;;;;20;981250;1200000;;;2.3;0.0
Los Ríos;Especialistas_y_asesores_de_gesti_n;32;1,0;74;16;;;10;87;;;;13;1068750;1450000;;;2.4;0.0
Los Ríos;Garzones_de_mesa;47;1,1;;9;77;;15;60;30;;;11;700000;700000;;;1.2;0.0
Los Ríos;Gasf_ter_e_instaladores_de_tuber_as;22;1,1;;;;;;;;;;;750000;750000;;;1.9;0.0
Los Ríos;Guardias_de_seguridad;242;1,0;;1;87;;8;54;7;;12;26;600000;650000;;;1.1;0.9
Los Ríos;Impresores;1;1,0;;;;;;;;;;;;;;;1.4;0.0
Los Ríos;Ingenieros_civiles__ingenieros_en_construcci_n_y_constructores_civiles;332;1,2;56;19;2;;24;84;2;;;13;1450000;1825000;;;4.3;3.8
Los Ríos;Ingenieros_el_ctricos;19;1,0;;;;;;;;;;;1500000;1800000;;;4.0;0.0
Los Ríos;Ingenieros_industriales_y_de_producci_n;96;1,2;53;41;;;7;57;;;;43;1200000;1537500;;;2.9;0.0
Los Ríos;Ingenieros_mec_nicos;21;1,0;;;;;;;;;;;1500000;1743750;;;3.7;0.0
Los Ríos;Ingenieros_medioambientales;42;1,0;71;10;;;19;67;;;2;31;1312500;1500000;;;3.4;0.0
Los Ríos;Ingenieros_qu_micos;76;1,0;47;39;1;;13;52;;;5;43;900000;1000000;;;2.1;2.2
Los Ríos;Ingenieros_y_t_cnicos_en_prevenci_n_de_riesgos__inspectores_de_la_salud__y_otros;228;1,0;30;51;;;19;68;6;1;;23;1000000;1200000;;;2.4;2.0
Los Ríos;Instaladores_y_reparadores_en_tecnolog_a_de_la_informaci_n_y_las_comunicaciones;60;2,0;2;38;46;;14;77;;2;;18;700000;762500;;;1.4;0.0
Los Ríos;Jefe_de_Proyecto_TI;6;1,0;;;;;;;;;;;1525000;1950000;;;3.0;0.0
Los Ríos;Kinesi_logos;11;1,0;;;;;;;;;;;1000000;1050000;;;1.5;0.0
Los Ríos;Limpiadores_de_veh_culos;17;1,0;;;;;;;;;;;550000;550000;;;0.8;0.0
Los Ríos;Marketing_Manager;3;1,0;;;;;;;;;;;1350000;1800000;;;1.8;0.0
Los Ríos;Mec_nicos_de_instalaciones_de_refrigeraci_n_y_aire_acondicionado;20;1,0;;;;;;;;;;;900000;956250;;;2.3;0.0
Los Ríos;Mec_nicos_y_ajustadores_electricistas;52;1,0;;48;42;;10;27;4;;6;63;900000;981250;;;2.0;0.0
Los Ríos;Mec_nicos_y_reparadores_de_veh_culos_de_motor__m_quinas_agr_colas_e_industriales;111;1,4;;47;27;;25;66;2;;;31;700000;800000;;;1.9;1.9
Los Ríos;Mensajeros__estafetas__maleteros_y_repartidores_de_folletos_y_diarios_a_domicili;45;1,1;;;100;;13;62;18;;7;13;600000;610000;;;1.2;0.0
Los Ríos;Montadores_de_estructuras_met_licas;24;4,6;;;;;;;;;;;830000;850000;;;1.7;0.0
Los Ríos;Obreros_de_carga_y_empacadores_manuales;111;1,4;;;94;;6;40;5;;4;51;575000;600000;;;1.1;1.0
Los Ríos;Obreros_de_explotaciones_agr_colas;140;1,5;;9;28;11;52;66;1;;;33;728750;750000;;;1.1;1.1
Los Ríos;Obreros_de_la_construcci_n_de_edificios;217;1,0;;1;21;6;73;62;2;;;36;;;;;1.0;1.0
Los Ríos;Operadores_de_autoelevadoras_y_montacargas;77;2,3;;1;99;;39;57;1;;;39;666500;708000;;;1.4;1.2
Los Ríos;Operadores_de_instalaciones_de_procesamiento_de_la_madera;36;1,0;;;92;;8;69;;;;31;;;;;1.5;0.0
Los Ríos;Operadores_de_m_quinas_de_coser;11;1,0;;;;;;;;;;;750000;812500;;;1.5;0.0
Los Ríos;Operadores_de_m_quinas_de_embalaje__embotellamiento_y_etiquetado;42;1,0;;12;86;;2;60;2;;10;29;600000;650000;;;1.1;0.0
Los Ríos;Operadores_de_m_quinas_de_movimiento_de_tierras__gr_as_y_aparatos_elevadores;74;1,6;;7;86;;7;65;3;;;32;800000;885250;;;1.9;1.4
Los Ríos;Operadores_de_m_quinas_para_elaborar_alimentos__bebidas_y_cigarrillos;24;6,4;;;;;;;;;;;608000;624000;;;1.1;0.0
Los Ríos;Operadores_de_m_quinas_para_fabricar_productos_de_material_pl_stico;11;1,0;;;;;;;;;;;650000;700000;;;1.3;0.0
Los Ríos;Panaderos__pasteleros_y_confiteros;77;2,3;;5;67;;26;78;5;;;17;600000;650000;;;1.4;1.3
Los Ríos;Periodistas;11;1,0;;;;;;;;;;;900000;1100000;;;1.8;0.0
Los Ríos;Profesionales_de_la_publicidad_y_la_comercializaci_n;98;19,9;57;19;1;;23;58;;3;5;33;850000;1300000;;;1.6;1.4
Los Ríos;Profesionales_de_ventas_t_cnicas_y_m_dicas;11;1,0;;;;;;;;;;;1450000;1500000;;;2.0;0.0
Los Ríos;Profesionales_del_trabajo_social;121;1,0;65;17;2;;16;87;4;;;9;788750;800000;;;1.8;2.1
Los Ríos;Profesionales_en_redes_de_computadores;3;1,0;;;;;;;;;;;1412500;1500000;;;2.4;0.0
Los Ríos;Profesores_de_educaci_n_b_sica_y_media;61;1,1;80;8;;;10;48;40;;2;10;600000;600000;;;1.6;0.0
Los Ríos;Profesores_de_la_educaci_n_superior;14;1,0;;;;;;;;;;;1450000;1750000;;;2.8;0.0
Los Ríos;Promotores_de_tiendas;248;1,7;;4;89;;7;23;38;;4;35;523750;600000;;;1.0;1.0
Los Ríos;Psic_logos;282;1,0;54;34;;;11;69;25;;;6;950000;1055875;;;1.7;1.9
Los Ríos;Qu_micos_farmac_uticos;38;5,8;42;39;8;;11;63;13;;11;13;1300000;1700000;;;0.7;0.0
Los Ríos;Recepcionistas__funciones_generales_;29;1,1;;;;;;;;;;;550000;600000;;;1.3;0.0
Los Ríos;Recepcionistas_de_hoteles;55;1,0;;38;27;;35;49;25;2;11;13;650000;700000;;;1.4;1.3
Los Ríos;Reguladores_y_operarios_de_m_quinas_herramientas;11;1,0;;;;;;;;;;;850000;850000;;;1.9;0.0
Los Ríos;Reponedores_de_estanter_as;456;1,1;;;58;12;30;16;34;;0;49;500000;510000;;;1.0;1.1
Los Ríos;Representantes_comerciales;332;1,2;3;31;34;;33;65;6;;2;27;900000;1150000;700000;1025000;1.8;1.5
Los Ríos;Secretarios_administrativos_y_ejecutivos;115;1,0;;46;23;;31;77;5;;;18;640750;717500;;;1.5;1.3
Los Ríos;Secretarios_generales;5;1,0;;;;;;;;;;;;;;;1.3;0.0
Los Ríos;Secretarios_m_dicos;17;1,1;;;;;;;;;;;576250;647500;;;1.2;0.0
Los Ríos;Sin_clasificaci_n;11;1,0;18;24;34;0;23;62;9;1;;25;800000;1200000;800000;1006250;1.7;1.4
Los Ríos;Soldadores_y_oxicortadores;61;1,1;;2;98;;26;72;;;2;26;900000;900000;;;2.1;1.7
Los Ríos;Supervisores_de_industrias_manufactureras;9;1,0;;;;;;;;;;;1200000;1300000;;;2.5;0.0
Los Ríos;Supervisores_de_locales_comerciales__tiendas_y_almacenes;84;1,0;;33;40;1;25;60;12;;1;27;735000;850000;;;1.7;1.9
Los Ríos;T_cnicos_TI_en_asistencia_al_usuario;31;1,0;;61;16;;23;61;10;3;3;23;700000;850000;;;1.7;0.0
Los Ríos;T_cnicos_agropecuarios__incluyendo_acu_colas_;11;1,0;;;;;;;;;;;;;;;1.8;0.0
Los Ríos;T_cnicos_en_ciencias_f_sicas_y_qu_micas;54;1,0;6;47;8;;40;66;;;2;32;755000;850000;;;1.7;0.0
Los Ríos;T_cnicos_en_construcci_n_y_top_grafos;45;1,3;12;44;21;;23;79;2;;;19;1000000;1200000;;;3.2;0.0
Los Ríos;T_cnicos_en_educaci_n_parvularia;54;1,0;;48;7;;44;94;;;;6;500000;500000;;;0.8;0.3
Los Ríos;T_cnicos_en_electr_nica;11;1,0;;;;;;;;;;;;;;;2.4;0.0
Los Ríos;T_cnicos_en_electricidad;52;1,2;;51;45;;4;53;2;;2;41;800000;850000;;;2.1;1.4
Los Ríos;T_cnicos_en_ingenier_a_mec_nica;22;1,0;;;;;;;;;;;900000;950000;;;2.4;0.0
Los Ríos;T_cnicos_y_asistentes_en_contabilidad;17;1,0;;;;;;;;;;;750000;850000;;;2.0;0.0
Los Ríos;T_cnicos_y_auxiliares_param_dicos_de_enfermer_a;194;1,0;21;72;;;4;58;12;;9;21;625000;700000;;;1.3;1.1
Los Ríos;T_cnicos_y_auxiliares_param_dicos_en_odontolog_a;115;1,0;18;78;;;4;55;4;;;39;600000;600000;;;1.1;0.0
Los Ríos;Trabajadores_de_casa_particular_y_asistentes_dom_sticos;51;1,2;;;86;;14;59;12;;;29;537500;550000;;;1.4;0.0
Los Ríos;Trabajadores_de_tareas_administrativas_generales;37;1,0;;14;27;;59;62;;;;38;700000;725000;;;1.2;0.0
Los Ríos;Vendedores_de_comida_al_mostrador;15;1,1;;;;;;;;;;;;;;;0.9;0.0
Los Ríos;Vendedores_por_internet_y_otros_medios_de_comunicaci_n;98;1,0;;14;76;;10;42;37;;;21;800000;900000;;;1.3;0.0
Los Ríos;Vendedores_y_asistentes_de_venta_de_tiendas__almacenes_y_puestos_de_mercado;691;2,5;;16;64;0;20;38;28;;2;33;535000;650000;450000;625000;1.1;1.1
Los Ríos;Veterinarios;21;1,0;;;;;;;;;;;1188000;1400000;;;2.0;0.0
Los Ríos;_;11;1,0;;;;;;;;;;;1450000;1500000;;;2.0;0.0
Magallanes;Abogados;6;1,0;;;;;;;;;;;1200000;1598000;;;2.4;0.0
Magallanes;Administrador_de_Sistemas;12;1,0;;;;;;;;;;;1000000;1200000;;;2.2;0.0
Magallanes;Agentes_de_aduana;17;1,0;;;;;;;;;;;792000;900000;;;1.7;0.0
Magallanes;Agentes_de_seguros_y_ejecutivos_de_fondos_de_pensiones;248;3,5;16;26;30;;29;56;9;7;1;27;800000;1000000;;;1.4;1.6
Magallanes;Agentes_inmobiliarios;10;1,0;;;;;;;;;;;975000;1081250;;;1.9;0.0
Magallanes;Agentes_responsables_de_adquisiciones;21;1,0;;;;;;;;;;;1000000;1200000;;;2.2;0.0
Magallanes;Agricultores_y_trabajadores_calificados_de_huertas__invernaderos__viveros_y_jard;10;1,0;;;;;;;;;;;650000;650000;;;1.1;0.0
Magallanes;Analista_de_Sistemas;7;1,0;;;;;;;;;;;1122500;1300000;;;2.3;0.0
Magallanes;Analista_de_Software;11;1,0;;;;;;;;;;;1000000;1200000;;;2.0;0.0
Magallanes;Analistas_financieros;9;1,0;;;;;;;;;;;1200000;1500000;;;2.1;0.0
Magallanes;Arquitectos;18;1,0;;;;;;;;;;;1200000;1487500;;;3.2;0.0
Magallanes;Auxiliares_de_aseo_de_oficinas__hoteles_y_otros_establecimientos;467;1,1;;2;41;26;31;51;18;;2;29;525000;550000;;;1.1;0.9
Magallanes;Auxiliares_y_ayudantes_de_registros_de_contabilidad_y_c_lculo_de_costos;49;1,0;;51;19;;30;87;4;;;9;600000;700000;;;1.5;0.0
Magallanes;Ayudantes_de_cocina;198;1,4;;10;73;2;14;55;20;;4;22;550000;600000;;;1.1;1.1
Magallanes;B_rmanes;16;1,0;;;;;;;;;;;580000;600000;;;1.2;0.0
Magallanes;Bomberos_de_gasolineras;28;1,0;;;;;;;;;;;;;;;1.0;0.0
Magallanes;Cajeros_de_bancos_y_de_oficinas_de_correo;78;2,4;;19;72;;9;59;14;;4;23;555000;600000;;;1.0;0.0
Magallanes;Cajeros_de_comercio;179;1,0;;;89;;11;30;30;;3;36;500000;530000;;;1.0;0.8
Magallanes;Carniceros_y_pescaderos;10;2,8;;;;;;;;;;;;;;;1.1;0.0
Magallanes;Carpinteros_de_obra;24;1,0;;;;;;;;;;;712500;760000;;;1.7;0.0
Magallanes;Chapistas_y_caldereros;2;1,0;;;;;;;;;;;;;;;1.7;0.0
Magallanes;Chefs;10;1,0;;;;;;;;;;;1218750;1300000;;;2.5;0.0
Magallanes;Cobradores;16;1,0;;;;;;;;;;;800000;950000;;;1.7;0.0
Magallanes;Cocineros;143;1,8;;23;47;;30;58;13;;3;25;600000;650000;;;1.5;2.1
Magallanes;Cocineros_de_comida_r_pida;42;1,1;;;100;;2;34;63;;;2;;;;;0.9;0.0
Magallanes;Community_Manager;10;2,9;;;;;;;;;;;1000000;1200000;;;1.7;0.0
Magallanes;Conductores_de_autom_viles__taxis_y_camionetas;179;1,0;;3;92;;5;76;1;;;22;700000;750000;;;1.8;1.4
Magallanes;Conductores_de_buses_y_trolebuses;5;1,0;;;;;;;;;;;;;;;1.9;0.0
Magallanes;Conductores_de_camiones_pesados_y_de_alto_tonelaje;30;1,0;;;;;;;;;;;1006250;1100000;;;2.2;0.0
Magallanes;Conductores_de_motocicletas;8;1,0;;;;;;;;;;;;;;;0.9;0.0
Magallanes;Contadores;27;1,0;;;;;;;;;;;992500;1237500;;;2.8;0.0
Magallanes;Data_Analyst;3;1,0;;;;;;;;;;;1000000;1200000;;;1.8;0.0
Magallanes;Delineantes_y_dibujantes_t_cnicos;9;1,0;;;;;;;;;;;1000000;1120000;;;2.7;0.0
Magallanes;Desarrollador_Back_End;6;1,0;;;;;;;;;;;900000;1300000;;;2.3;0.0
Magallanes;Desarrollador_Dise_ador_de_Sistemas;9;1,0;;;;;;;;;;;1675000;1700000;;;2.6;0.0
Magallanes;Desarrollador_Front_End;1;1,0;;;;;;;;;;;1500000;1668750;;;2.5;0.0
Magallanes;Desarrollador_Full_Stack;4;1,0;;;;;;;;;;;1350000;1800000;;;2.7;0.0
Magallanes;Desarrollador_de_Software;4;1,3;;;;;;;;;;;1300000;1687500;;;2.3;0.0
Magallanes;Digitadores_de_datos;1;1,0;;;;;;;;;;;600000;600000;;;1.2;0.0
Magallanes;Directores__gerentes_y_administradores_de_hoteles__restaurantes__comercios_y_otr;78;2,4;3;38;19;;40;82;1;;;17;750000;850000;;;2.1;0.0
Magallanes;Directores__gerentes_y_administradores_de_producci_n_y_operaciones;16;1,0;;;;;;;;;;;1587500;1850000;;;3.1;0.0
Magallanes;Dise_adores_gr_ficos_y_de_multimedia;12;1,0;;;;;;;;;;;487500;800000;;;1.4;0.0
Magallanes;Dise_adores_y_administradores_de_bases_de_datos;9;1,0;;;;;;;;;;;1500000;1512500;;;1.5;0.0
Magallanes;Dise_adores_y_decoradores_de_interior;21;1,0;;;;;;;;;;;700000;750000;;;1.2;0.0
Magallanes;Ebanistas_y_mueblistas;4;1,0;;;;;;;;;;;800000;805000;;;1.6;0.0
Magallanes;Educadores_de_p_rvulos;32;1,0;58;3;39;;;74;26;;;;650000;700000;;;1.1;0.0
Magallanes;Ejecutivos_de_pr_stamos_y_cr_ditos;143;1,8;25;44;5;;27;79;6;;3;11;700000;925000;;;1.4;1.0
Magallanes;Electricistas_de_obras;39;1,2;;36;41;;23;79;;;3;18;760000;800000;;;1.8;0.0
Magallanes;Empleados_de_agencias_de_viajes;9;1,0;;;;;;;;;;;850000;900000;;;1.3;0.0
Magallanes;Empleados_de_centros_de_llamadas_de_informaciones;2;20,5;;;;;;;;;;;650000;700000;;;1.3;0.0
Magallanes;Empleados_de_informaciones__reclamos_o_sugerencias;60;1,0;;35;37;;29;46;10;;;44;675000;750000;;;1.2;0.0
Magallanes;Empleados_de_servicios_de_transporte;60;1,0;5;40;30;;25;72;3;;;23;800000;1000000;;;1.7;0.0
Magallanes;Empleados_encargados_del_control_de_abastecimiento_e_inventario;467;1,1;3;29;46;;21;53;6;;1;40;600000;700000;600000;600000;1.3;0.7
Magallanes;Empleados_y_asistentes_de_recursos_humanos;49;1,0;4;73;4;;18;84;2;;4;10;555000;700000;;;1.5;0.0
Magallanes;Enfermeros_profesionales;26;1,0;;;;;;;;;;;1100000;1437500;;;1.7;0.0
Magallanes;Especialistas_en_ciberseguridad;3;9,0;;;;;;;;;;;1437500;1800000;;;2.4;0.0
Magallanes;Especialistas_en_formaci_n_del_personal;10;2,9;;;;;;;;;;;700000;725000;;;2.2;0.0
Magallanes;Especialistas_en_m_todos_pedag_gicos;51;1,0;88;;;;4;56;42;;2;4;893125;1050000;;;2.0;2.0
Magallanes;Especialistas_en_pol_ticas_y_servicios_de_personal;66;1,7;43;43;;;14;75;;;;25;981250;1200000;;;2.3;0.0
Magallanes;Especialistas_y_asesores_de_gesti_n;28;1,0;;;;;;;;;;;1068750;1450000;;;2.4;0.0
Magallanes;Garzones_de_mesa;80;1,3;;10;69;;21;61;25;;;14;700000;700000;;;1.2;0.0
Magallanes;Gasf_ter_e_instaladores_de_tuber_as;17;1,0;;;;;;;;;;;750000;750000;;;1.9;0.0
Magallanes;Guardias_de_seguridad;260;1,1;;1;94;;5;46;4;;12;38;600000;650000;;;1.1;1.0
Magallanes;Ingenieros_civiles__ingenieros_en_construcci_n_y_constructores_civiles;260;1,1;57;19;3;;22;83;3;;4;10;1450000;1825000;1518750;2000000;4.3;4.7
Magallanes;Ingenieros_el_ctricos;20;1,3;;;;;;;;;;;1500000;1800000;;;4.0;0.0
Magallanes;Ingenieros_industriales_y_de_producci_n;24;1,0;;;;;;;;;;;1200000;1537500;;;2.9;0.0
Magallanes;Ingenieros_mec_nicos;23;1,1;;;;;;;;;;;1500000;1743750;;;3.7;0.0
Magallanes;Ingenieros_medioambientales;47;1,0;77;9;4;;11;85;9;;4;2;1312500;1500000;;;3.4;0.0
Magallanes;Ingenieros_qu_micos;39;1,2;41;23;28;;8;92;;;5;3;900000;1000000;;;2.1;0.0
Magallanes;Ingenieros_y_t_cnicos_en_prevenci_n_de_riesgos__inspectores_de_la_salud__y_otros;198;1,4;47;34;2;;18;70;5;2;6;17;1000000;1200000;1106250;1412500;2.4;2.6
Magallanes;Instaladores_y_reparadores_en_tecnolog_a_de_la_informaci_n_y_las_comunicaciones;15;1,6;;;;;;;;;;;700000;762500;;;1.4;0.0
Magallanes;Jefe_de_Proyecto_TI;2;1,0;;;;;;;;;;;1525000;1950000;;;3.0;0.0
Magallanes;Kinesi_logos;26;1,0;;;;;;;;;;;1000000;1050000;;;1.5;0.0
Magallanes;Limpiadores_de_veh_culos;14;1,0;;;;;;;;;;;550000;550000;;;0.8;0.0
Magallanes;Marketing_Manager;9;1,0;;;;;;;;;;;1350000;1800000;;;1.8;0.0
Magallanes;Mec_nicos_de_instalaciones_de_refrigeraci_n_y_aire_acondicionado;9;1,0;;;;;;;;;;;900000;956250;;;2.3;0.0
Magallanes;Mec_nicos_y_ajustadores_electricistas;52;2,3;;61;12;;27;75;2;;8;16;900000;981250;;;2.0;0.0
Magallanes;Mec_nicos_y_reparadores_de_veh_culos_de_motor__m_quinas_agr_colas_e_industriales;51;1,1;4;73;6;;18;98;;;;2;700000;800000;;;1.9;0.0
Magallanes;Mensajeros__estafetas__maleteros_y_repartidores_de_folletos_y_diarios_a_domicili;21;1,0;;;;;;;;;;;600000;610000;;;1.2;0.0
Magallanes;Montadores_de_estructuras_met_licas;21;1,0;;;;;;;;;;;830000;850000;;;1.7;0.0
Magallanes;Obreros_de_carga_y_empacadores_manuales;96;1,1;;3;91;;6;51;6;;1;42;575000;600000;;;1.1;0.8
Magallanes;Obreros_de_explotaciones_agr_colas;18;1,0;;;;;;;;;;;728750;750000;;;1.1;0.0
Magallanes;Obreros_de_la_construcci_n_de_edificios;17;1,0;;;;;;;;;;;;;;;1.0;0.0
Magallanes;Operadores_de_autoelevadoras_y_montacargas;66;1,7;;;93;;7;61;5;;5;30;666500;708000;;;1.4;0.0
Magallanes;Operadores_de_instalaciones_de_procesamiento_de_la_madera;8;1,0;;;;;;;;;;;;;;;1.5;0.0
Magallanes;Operadores_de_m_quinas_de_coser;9;1,0;;;;;;;;;;;750000;812500;;;1.5;0.0
Magallanes;Operadores_de_m_quinas_de_embalaje__embotellamiento_y_etiquetado;20;1,2;;;;;;;;;;;600000;650000;;;1.1;0.0
Magallanes;Operadores_de_m_quinas_de_movimiento_de_tierras__gr_as_y_aparatos_elevadores;45;1,1;;10;67;;24;76;2;;;19;800000;885250;;;1.9;0.0
Magallanes;Operadores_de_m_quinas_para_elaborar_alimentos__bebidas_y_cigarrillos;9;1,0;;;;;;;;;;;608000;624000;;;1.1;0.0
Magallanes;Operadores_de_m_quinas_para_fabricar_productos_de_material_pl_stico;9;1,0;;;;;;;;;;;650000;700000;;;1.3;0.0
Magallanes;Panaderos__pasteleros_y_confiteros;18;1,0;;;;;;;;;;;600000;650000;;;1.4;0.0
Magallanes;Periodistas;8;1,0;;;;;;;;;;;900000;1100000;;;1.8;0.0
Magallanes;Profesionales_de_la_publicidad_y_la_comercializaci_n;39;1,0;35;35;12;;18;85;;;;15;850000;1300000;;;1.6;0.0
Magallanes;Profesionales_del_trabajo_social;26;1,0;;;;;;;;;;;788750;800000;;;1.8;0.0
Magallanes;Profesionales_en_redes_de_computadores;13;1,0;;;;;;;;;;;1412500;1500000;;;2.4;0.0
Magallanes;Profesores_de_educaci_n_b_sica_y_media;41;3,4;45;39;;;16;34;44;;12;10;600000;600000;;;1.6;0.0
Magallanes;Profesores_de_la_educaci_n_superior;9;1,0;;;;;;;;;;;1450000;1750000;;;2.8;0.0
Magallanes;Promotores_de_tiendas;186;2,0;;9;88;;3;31;33;;2;35;523750;600000;;;1.0;0.9
Magallanes;Psic_logos;80;1,3;86;5;;;9;67;16;;4;13;950000;1055875;;;1.7;1.9
Magallanes;Qu_micos_farmac_uticos;41;2,2;34;22;12;;32;85;5;;7;2;1300000;1700000;;;0.7;0.0
Magallanes;Recepcionistas__funciones_generales_;21;1,0;;;;;;;;;;;550000;600000;;;1.3;0.0
Magallanes;Recepcionistas_de_hoteles;117;1,3;3;40;27;;30;65;19;;3;13;650000;700000;;;1.4;1.8
Magallanes;Reguladores_y_operarios_de_m_quinas_herramientas;9;1,0;;;;;;;;;;;850000;850000;;;1.9;0.0
Magallanes;Reponedores_de_estanter_as;316;1,1;;;64;4;33;23;37;;;40;500000;510000;;;1.0;0.9
Magallanes;Representantes_comerciales;242;2,1;3;30;44;;23;72;2;;;23;900000;1150000;1000000;1000000;1.8;1.5
Magallanes;Secretarios_administrativos_y_ejecutivos;79;1,1;3;43;29;;25;84;3;;;14;640750;717500;;;1.5;1.1
Magallanes;Secretarios_m_dicos;18;1,1;;;;;;;;;;;576250;647500;;;1.2;0.0
Magallanes;Sin_clasificaci_n;9;1,0;21;23;27;0;29;72;10;0;5;13;800000;1200000;722500;1100000;1.7;1.4
Magallanes;Soldadores_y_oxicortadores;25;1,0;;;;;;;;;;;900000;900000;;;2.1;0.0
Magallanes;Supervisores_de_industrias_manufactureras;11;1,0;;;;;;;;;;;1200000;1300000;;;2.5;0.0
Magallanes;Supervisores_de_locales_comerciales__tiendas_y_almacenes;96;1,1;4;27;34;1;33;52;19;;9;20;735000;850000;;;1.7;1.6
Magallanes;T_cnicos_TI_en_asistencia_al_usuario;29;1,0;;;;;;;;;;;700000;850000;;;1.7;0.0
Magallanes;T_cnicos_de_los_servicios_jur_dicos;9;1,0;;;;;;;;;;;650000;650000;;;1.1;0.0
Magallanes;T_cnicos_en_ciencias_f_sicas_y_qu_micas;12;1,0;;;;;;;;;;;755000;850000;;;1.7;0.0
Magallanes;T_cnicos_en_construcci_n_y_top_grafos;47;1,0;11;44;31;;13;91;4;;;2;1000000;1200000;;;3.2;0.0
Magallanes;T_cnicos_en_educaci_n_parvularia;30;1,0;;;;;;;;;;;500000;500000;;;0.8;0.0
Magallanes;T_cnicos_en_electr_nica;9;1,0;;;;;;;;;;;;;;;2.4;0.0
Magallanes;T_cnicos_en_electricidad;34;1,4;;66;3;;31;69;;;9;22;800000;850000;;;2.1;0.0
Magallanes;T_cnicos_en_ingenier_a_mec_nica;17;1,0;;;;;;;;;;;900000;950000;;;2.4;0.0
Magallanes;T_cnicos_y_asistentes_en_contabilidad;12;1,3;;;;;;;;;;;750000;850000;;;2.0;0.0
Magallanes;T_cnicos_y_auxiliares_param_dicos_de_enfermer_a;112;1,0;22;69;;;7;49;17;;5;30;625000;700000;;;1.3;1.1
Magallanes;T_cnicos_y_auxiliares_param_dicos_en_odontolog_a;117;1,3;22;75;;;3;62;4;;;34;600000;600000;;;1.1;0.0
Magallanes;Trabajadores_de_casa_particular_y_asistentes_dom_sticos;21;1,0;;;;;;;;;;;537500;550000;;;1.4;0.0
Magallanes;Trabajadores_de_tareas_administrativas_generales;8;1,0;;;;;;;;;;;700000;725000;;;1.2;0.0
Magallanes;Vendedores_de_comida_al_mostrador;2;1,0;;;;;;;;;;;;;;;0.9;0.0
Magallanes;Vendedores_por_internet_y_otros_medios_de_comunicaci_n;77;1,5;;14;61;;25;57;17;;;26;800000;900000;;;1.3;0.0
Magallanes;Vendedores_y_asistentes_de_venta_de_tiendas__almacenes_y_puestos_de_mercado;599;4,5;;24;59;;17;53;21;;2;24;535000;650000;470000;505000;1.1;0.7
Magallanes;Veterinarios;8;1,0;;;;;;;;;;;1188000;1400000;;;2.0;0.0
Magallanes;_;9;1,0;;;;;;;;;;;;;;;2.4;0.0
Metropolitana;Abogados;1.836;1,1;53;32;0;;14;67;6;7;1;18;1200000;1598000;1275000;1780000;2.4;2.5
Metropolitana;Administrador_de_Sistemas;2.026;1,3;19;44;16;;21;54;2;5;;36;1000000;1200000;1000000;1325000;2.2;2.3
Metropolitana;Agentes_de_aduana;1.833;1,1;12;64;5;;19;70;1;5;;23;792000;900000;800000;1000000;1.7;1.9
Metropolitana;Agentes_de_seguros_y_ejecutivos_de_fondos_de_pensiones;5.794;4,2;17;18;45;;20;37;31;4;3;25;800000;1000000;762500;1025000;1.4;1.3
Metropolitana;Agentes_inmobiliarios;1.724;1,7;19;31;24;;26;61;11;8;2;18;975000;1081250;1000000;1250000;1.9;1.9
Metropolitana;Agentes_responsables_de_adquisiciones;4.007;1,1;29;38;13;;20;65;3;6;2;25;1000000;1200000;900000;1250000;2.2;2.2
Metropolitana;Agricultores_y_trabajadores_calificados_de_huertas__invernaderos__viveros_y_jard;1.547;1,1;;6;47;10;36;56;9;;1;34;650000;650000;650000;650000;1.1;1.1
Metropolitana;Analista_QA;1.621;1,1;33;36;6;;25;55;2;12;1;30;1050000;1325000;1100000;1400000;2.2;2.2
Metropolitana;Analista_de_Sistemas;1.795;1,1;34;38;2;;25;55;1;10;2;33;1122500;1300000;1137500;1350000;2.3;2.3
Metropolitana;Analista_de_Software;2.050;1,0;33;38;4;;26;58;1;10;1;31;1000000;1200000;1000000;1261250;2.0;1.8
Metropolitana;Analistas_financieros;5.469;1,1;52;25;2;;21;61;0;16;1;21;1200000;1500000;1200000;1525000;2.1;2.1
Metropolitana;Arquitecto_Software;114;1,0;16;63;;;21;60;1;11;;28;;;;;4.0;4.0
Metropolitana;Arquitecto_TI;385;1,0;38;36;;;26;69;;11;;21;2375000;2750000;2350000;2700000;3.6;3.7
Metropolitana;Arquitectos;894;1,1;46;23;8;0;22;68;9;7;2;14;1200000;1487500;1000000;1393750;3.2;3.0
Metropolitana;Auxiliares_de_aseo_de_oficinas__hoteles_y_otros_establecimientos;24.254;2,6;;2;39;27;32;42;15;;1;42;525000;550000;530000;575000;1.1;1.1
