region;nombre_ocupacion;avisos;vacantes;profesional;tecnico_sup;media;basica;sin_info_educacion;completa;parcial;remota;otras;sin_info_modalidad;salario_nacional_25;salario_nacional_75;salario_regional_25;salario_regional_75;anios_exp_nacional;anios_exp_regional
Biobío;Analista_de_Sistemas;57;1,1;37;30;18;;16;65;;2;;32;1122500;1300000;;;2.3;2.9
Biobío;Analista_de_Software;46;1,3;35;46;;;20;52;;;;48;1000000;1200000;;;2.0;2.5
Biobío;Analistas_financieros;48;1,1;63;21;2;;15;75;4;;2;17;1200000;1500000;;;2.1;0.0
Biobío;Arquitectos;72;1,0;67;17;6;;11;86;6;;1;7;1200000;1487500;;;3.2;0.0
Biobío;Auxiliares_de_aseo_de_oficinas__hoteles_y_otros_establecimientos;1.729;1,1;;1;57;8;34;39;20;;3;38;525000;550000;;;1.1;1.1
Biobío;Auxiliares_y_ayudantes_de_registros_de_contabilidad_y_c_lculo_de_costos;295;1,2;2;42;24;;33;73;5;;2;19;600000;700000;650000;700000;1.5;1.3
Biobío;Ayudantes_de_cocina;630;1,1;;8;68;1;23;41;23;;1;36;550000;600000;;;1.1;1.1
Biobío;B_rmanes;72;1,0;;1;75;;24;56;35;;;10;580000;600000;;;1.2;0.0
Biobío;Bomberos_de_gasolineras;74;1,0;;;97;;3;54;18;;;28;;;;;1.0;0.9
Biobío;Cajeros_de_bancos_y_de_oficinas_de_correo;329;1,2;;17;73;;10;53;18;;4;25;555000;600000;550000;550000;1.0;0.8
Biobío;Cajeros_de_comercio;923;1,1;;;97;;2;25;32;;2;41;500000;530000;;;1.0;1.0
Biobío;Carniceros_y_pescaderos;103;1,1;;1;93;;4;57;7;;8;28;;;;;1.1;1.2
Biobío;Carpinteros_de_obra;272;1,0;;2;51;8;40;84;1;;;15;712500;760000;;;1.7;1.3
Biobío;Chapistas_y_caldereros;28;1,1;;;;;;;;;;;;;;;1.7;0.0
Biobío;Chefs;32;1,1;;81;3;;16;81;6;;3;9;1218750;1300000;;;2.5;0.0
Biobío;Cobradores;66;1,1;6;39;26;;29;71;;2;;26;800000;950000;;;1.7;1.1
Biobío;Cocineros;295;1,2;;22;52;;24;61;9;;2;27;600000;650000;;;1.5;1.4
Biobío;Cocineros_de_comida_r_pida;140;1,0;;;93;;7;24;64;;5;7;;;;;0.9;1.1
Biobío;Community_Manager;24;1,2;;;;;;;;;;;1000000;1200000;;;1.7;0.0
Biobío;Conductores_de_autom_viles__taxis_y_camionetas;731;1,3;;;96;;3;62;4;;4;29;700000;750000;;;1.8;1.8
Biobío;Conductores_de_buses_y_trolebuses;68;1,0;;;97;;3;88;1;;;10;;;;;1.9;1.7
Biobío;Conductores_de_camiones_pesados_y_de_alto_tonelaje;246;1,0;;;99;;1;69;1;;11;20;1006250;1100000;;;2.2;2.1
Biobío;Conductores_de_motocicletas;57;1,0;;;100;;2;44;53;;;2;;;;;0.9;0.0
Biobío;Contadores;281;1,3;34;39;2;;24;77;3;;1;17;992500;1237500;1000000;1000000;2.8;2.6
Biobío;Content_Manager;5;1,0;;;;;;;;;;;1200000;1400000;;;2.0;0.0
Biobío;Data_Analyst;53;1,0;34;42;15;;9;40;13;2;;45;1000000;1200000;;;1.8;2.0
Biobío;Data_Engineer;27;1,0;;;;;;;;;;;1287500;1843750;;;2.3;0.0
Biobío;Data_Scientist;6;1,0;;;;;;;;;;;1200000;1500000;;;2.2;0.0
Biobío;Delineantes_y_dibujantes_t_cnicos;88;1,1;14;59;6;;22;83;3;;6;8;1000000;1120000;;;2.7;2.6
Biobío;Desarrollador_Back_End;52;1,0;2;63;23;;12;19;6;;10;63;900000;1300000;;;2.3;3.0
Biobío;Desarrollador_Dise_ador_de_Sistemas;44;1,0;;;;;;;;;;;1675000;1700000;;;2.6;0.0
Biobío;Desarrollador_Front_End;14;1,0;;;;;;;;;;;1500000;1668750;;;2.5;0.0
Biobío;Desarrollador_Full_Stack;48;1,1;8;50;6;;35;42;4;4;;50;1350000;1800000;;;2.7;2.8
Biobío;Desarrollador_de_Software;126;1,0;6;91;;;3;17;3;;;78;1300000;1687500;;;2.3;2.1
Biobío;Digitadores_de_datos;44;1,8;;12;68;;21;52;14;;25;9;600000;600000;;;1.2;0.0
Biobío;Directores__gerentes_y_administradores_de_hoteles__restaurantes__comercios_y_otr;384;3,3;7;41;19;;33;80;5;;1;13;750000;850000;700000;700000;2.1;2.2
Biobío;Directores__gerentes_y_administradores_de_producci_n_y_operaciones;99;1,1;68;22;;;8;92;1;;;7;1587500;1850000;;;3.1;2.6
Biobío;Dise_ador_Web;44;1,0;12;52;15;;21;42;9;15;;33;1000000;1200000;;;2.1;0.0
Biobío;Dise_adores_gr_ficos_y_de_multimedia;98;1,0;16;45;9;;30;66;11;4;6;12;487500;800000;;;1.4;0.0
Biobío;Dise_adores_y_administradores_de_bases_de_datos;44;1,0;;;;;;;;;;;1500000;1512500;;;1.5;0.0
Biobío;Dise_adores_y_decoradores_de_interior;83;1,0;1;38;35;;26;48;3;;;49;700000;750000;;;1.2;0.0
Biobío;Ebanistas_y_mueblistas;96;1,1;;1;79;;18;65;1;;;34;800000;805000;;;1.6;1.4
Biobío;Educadores_de_p_rvulos;196;1,0;71;17;;;8;91;5;;;5;650000;700000;;;1.1;0.6
Biobío;Ejecutivos_de_pr_stamos_y_cr_ditos;392;1,0;23;34;14;;29;74;13;1;;11;700000;925000;600000;800000;1.4;1.4
Biobío;Electricistas_de_obras;270;1,1;;22;53;0;24;79;1;;;18;760000;800000;;;1.8;1.8
Biobío;Empleados_de_agencias_de_viajes;19;1,0;;;;;;;;;;;850000;900000;;;1.3;0.0
Biobío;Empleados_de_centros_de_llamadas_de_informaciones;49;6,9;;4;80;;16;61;27;2;;10;650000;700000;;;1.3;0.0
Biobío;Empleados_de_informaciones__reclamos_o_sugerencias;171;1,0;;36;47;;18;38;26;;;36;675000;750000;;;1.2;1.1
Biobío;Empleados_de_servicios_de_transporte;332;1,1;4;31;46;;19;61;4;;7;28;800000;1000000;862500;900000;1.7;2.0
Biobío;Empleados_encargados_del_control_de_abastecimiento_e_inventario;1.991;1,2;;20;55;1;22;48;10;;2;41;600000;700000;556250;605000;1.3;1.3
Biobío;Empleados_y_asistentes_de_recursos_humanos;265;1,0;8;61;8;;23;71;3;;2;22;555000;700000;;;1.5;1.6
Biobío;Enfermeros_profesionales;237;2,0;47;34;7;;13;49;24;;9;18;1100000;1437500;;;1.7;1.8
Biobío;Especialistas_en_ciberseguridad;13;1,2;;;;;;;;;;;1437500;1800000;;;2.4;0.0
Biobío;Especialistas_en_formaci_n_del_personal;116;2,3;26;47;;;26;32;56;1;;8;700000;725000;;;2.2;0.0
Biobío;Especialistas_en_m_todos_pedag_gicos;226;1,0;58;17;13;;13;76;16;1;;6;893125;1050000;956250;1000000;2.0;2.0
Biobío;Especialistas_en_pol_ticas_y_servicios_de_personal;237;2,0;32;51;0;;17;57;0;;2;37;981250;1200000;1000000;1225000;2.3;2.6
Biobío;Especialistas_y_asesores_de_gesti_n;150;1,1;57;26;1;;16;65;3;4;;24;1068750;1450000;1075000;1256250;2.4;3.3
Biobío;Garzones_de_mesa;128;1,0;;4;81;;12;63;30;;;7;700000;700000;;;1.2;0.0
Biobío;Gasf_ter_e_instaladores_de_tuber_as;44;1,0;;6;88;;3;53;3;;;44;750000;750000;;;1.9;0.0
Biobío;Guardias_de_seguridad;1.841;1,1;;7;74;2;14;38;5;;12;44;600000;650000;577875;600000;1.1;1.0
Biobío;Impresores;6;1,0;;;;;;;;;;;;;;;1.4;0.0
Biobío;Ingeniero_Devops;8;1,0;;;;;;;;;;;1875000;2000000;;;3.0;0.0
Biobío;Ingeniero_QA;25;1,0;;;;;;;;;;;1693750;1800000;;;3.4;0.0
Biobío;Ingeniero_de_Software;19;1,0;;;;;;;;;;;1250000;1450000;;;2.6;0.0
Biobío;Ingenieros_civiles__ingenieros_en_construcci_n_y_constructores_civiles;1.397;1,1;49;26;3;;23;86;1;;;10;1450000;1825000;1500000;1825000;4.3;4.8
Biobío;Ingenieros_el_ctricos;183;1,0;39;44;1;;16;68;1;;6;25;1500000;1800000;;;4.0;4.4
Biobío;Ingenieros_industriales_y_de_producci_n;279;1,3;59;25;;;16;66;1;;;30;1200000;1537500;1600000;1750000;2.9;3.8
Biobío;Ingenieros_mec_nicos;141;1,0;41;41;2;;16;65;1;;;30;1500000;1743750;;;3.7;4.5
Biobío;Ingenieros_medioambientales;123;1,0;66;19;3;;12;75;7;1;;15;1312500;1500000;1600000;1800000;3.4;4.9
Biobío;Ingenieros_qu_micos;80;1,0;31;45;10;;14;78;1;;;19;900000;1000000;;;2.1;2.2
Biobío;Ingenieros_y_t_cnicos_en_prevenci_n_de_riesgos__inspectores_de_la_salud__y_otros;1.197;1,1;31;47;0;;22;66;5;;4;23;1000000;1200000;1000000;1181250;2.4;2.5
Biobío;Instaladores_y_reparadores_en_tecnolog_a_de_la_informaci_n_y_las_comunicaciones;192;1,2;;36;45;;19;72;1;;4;23;700000;762500;;;1.4;1.3
Biobío;Jefe_de_Proyecto_TI;61;1,1;52;41;;;5;49;;3;;48;1525000;1950000;;;3.0;3.8
Biobío;Kinesi_logos;44;1,0;52;21;6;;21;52;42;;;6;1000000;1050000;;;1.5;0.0
Biobío;Limpiadores_de_veh_culos;101;1,0;;;84;1;15;76;7;;;17;550000;550000;;;0.8;0.7
Biobío;Marketing_Manager;13;1,0;;;;;;;;;;;1350000;1800000;;;1.8;0.0
Biobío;Mec_nicos_de_instalaciones_de_refrigeraci_n_y_aire_acondicionado;98;1,4;1;40;24;;35;56;;;2;42;900000;956250;;;2.3;2.6
Biobío;Mec_nicos_y_ajustadores_electricistas;223;1,1;;49;28;;22;54;2;;6;38;900000;981250;;;2.0;2.3
Biobío;Mec_nicos_y_reparadores_de_veh_culos_de_motor__m_quinas_agr_colas_e_industriales;505;1,7;3;45;28;;24;70;1;;5;24;700000;800000;700000;768750;1.9;1.9
Biobío;Mensajeros__estafetas__maleteros_y_repartidores_de_folletos_y_diarios_a_domicili;99;1,2;;;98;;1;63;14;;1;22;600000;610000;;;1.2;0.0
Biobío;Montadores_de_estructuras_met_licas;192;1,5;;3;83;;15;86;2;;;11;830000;850000;;;1.7;1.7
Biobío;Obreros_de_carga_y_empacadores_manuales;552;1,5;;;94;;4;42;7;;2;49;575000;600000;;;1.1;1.0
Biobío;Obreros_de_explotaciones_agr_colas;134;7,9;;13;32;18;35;83;3;;;13;728750;750000;;;1.1;0.9
Biobío;Obreros_de_la_construcci_n_de_edificios;442;1,4;;1;21;10;68;80;3;;;17;;;;;1.0;1.4
Biobío;Operadores_de_autoelevadoras_y_montacargas;731;1,3;;3;92;;5;47;3;;3;47;666500;708000;;;1.4;1.6
Biobío;Operadores_de_instalaciones_de_procesamiento_de_la_madera;201;1,1;;3;81;0;14;77;;;3;19;;;;;1.5;2.7
Biobío;Operadores_de_m_quinas_de_coser;46;1,3;;2;82;;13;56;13;;;31;750000;812500;;;1.5;0.0
Biobío;Operadores_de_m_quinas_de_embalaje__embotellamiento_y_etiquetado;120;1,1;;4;89;;7;50;;;2;48;600000;650000;;;1.1;1.1
Biobío;Operadores_de_m_quinas_de_movimiento_de_tierras__gr_as_y_aparatos_elevadores;332;1,1;;11;77;;11;67;2;;6;25;800000;885250;;;1.9;1.9
Biobío;Operadores_de_m_quinas_para_elaborar_alimentos__bebidas_y_cigarrillos;118;1,0;;8;81;;11;81;2;;4;13;608000;624000;;;1.1;1.5
Biobío;Operadores_de_m_quinas_para_fabricar_productos_de_material_pl_stico;44;1,0;;6;84;;10;90;;;;10;650000;700000;;;1.3;0.0
Biobío;Panaderos__pasteleros_y_confiteros;151;1,1;;15;69;;16;78;11;1;;8;600000;650000;;;1.4;1.0
Biobío;Periodistas;56;1,0;89;;;;9;75;5;5;4;11;900000;1100000;;;1.8;1.7
Biobío;Profesionales_de_la_publicidad_y_la_comercializaci_n;329;1,2;45;25;11;;18;65;1;7;3;24;850000;1300000;987500;1200000;1.6;1.4
Biobío;Profesionales_de_ventas_t_cnicas_y_m_dicas;44;1,0;;;;;;;;;;;1450000;1500000;;;2.0;0.0
Biobío;Profesionales_del_trabajo_social;226;1,0;61;25;1;;13;80;5;;0;14;788750;800000;800000;800000;1.8;2.2
Biobío;Profesionales_en_redes_de_computadores;24;1,0;;;;;;;;;;;1412500;1500000;;;2.4;0.0
Biobío;Profesores_de_educaci_n_b_sica_y_media;513;1,3;62;22;1;;15;68;27;;;3;600000;600000;;;1.6;1.5
Biobío;Profesores_de_la_educaci_n_superior;111;1,1;92;;;;1;79;20;;1;1;1450000;1750000;1700000;1900000;2.8;3.1
Biobío;Programadores_de_aplicaciones;44;1,0;;93;;;7;2;;;;95;1800000;2000000;;;2.8;4.1
Biobío;Promotores_de_tiendas;1.088;1,6;;5;88;;6;21;37;;4;39;523750;600000;460000;500000;1.0;0.9
Biobío;Psic_logos;535;1,1;51;33;3;;13;62;19;0;;16;950000;1055875;;;1.7;1.8
Biobío;Qu_micos_farmac_uticos;281;1,3;22;47;10;;21;51;13;;9;28;1300000;1700000;750000;750000;0.7;0.6
Biobío;Recepcionistas__funciones_generales_;166;2,6;;12;69;;19;65;20;;2;12;550000;600000;;;1.3;1.1
Biobío;Recepcionistas_de_hoteles;101;1,0;2;38;38;;23;59;22;;3;16;650000;700000;;;1.4;1.2
Biobío;Reguladores_y_operarios_de_m_quinas_herramientas;103;1,1;;12;72;;16;87;;;;13;850000;850000;;;1.9;1.8
Biobío;Reponedores_de_estanter_as;1.841;1,1;;0;64;6;30;12;35;;1;51;500000;510000;507500;510000;1.0;1.0
Biobío;Representantes_comerciales;2.221;1,5;16;31;31;0;22;67;4;;2;26;900000;1150000;925000;1250000;1.8;1.7
Biobío;Secretarios_administrativos_y_ejecutivos;535;1,1;3;28;33;;35;71;5;;2;21;640750;717500;625000;700000;1.5;1.3
Biobío;Secretarios_generales;38;1,0;;8;37;;55;95;5;;;55;;;;;1.3;0.0
Biobío;Secretarios_m_dicos;133;1,4;;16;65;;19;56;2;;;40;576250;647500;;;1.2;1.1
Biobío;Sin_clasificaci_n;44;1,0;19;24;31;2;25;63;8;1;;24;800000;1200000;762500;1212500;1.7;1.7
Biobío;Soldadores_y_oxicortadores;141;1,0;;2;94;;4;71;2;;;25;900000;900000;;;2.1;1.8
Biobío;Supervisores_de_industrias_manufactureras;44;1,0;16;30;9;;45;61;2;;;36;1200000;1300000;;;2.5;0.0
Biobío;Supervisores_de_locales_comerciales__tiendas_y_almacenes;447;1,4;3;29;36;1;31;55;8;;3;33;735000;850000;612500;625000;1.7;1.4
Biobío;Supervisores_de_oficina;1;1,0;;;;;;;;;;;;;;;0.0;0.0
Biobío;T_cnicos_TI_en_asistencia_al_usuario;201;1,1;4;54;20;;22;58;4;;4;33;700000;850000;;;1.7;1.5
Biobío;T_cnicos_agropecuarios__incluyendo_acu_colas_;44;1,0;;;;;;;;;;;;;;;1.8;0.0
Biobío;T_cnicos_de_los_servicios_jur_dicos;44;1,0;;;;;;;;;;;650000;650000;;;1.1;0.0
Biobío;T_cnicos_en_ciencias_f_sicas_y_qu_micas;77;1,1;5;50;12;;33;89;4;;;4;755000;850000;;;1.7;0.0
Biobío;T_cnicos_en_construcci_n_y_top_grafos;86;1,0;20;58;16;;6;81;;;4;16;1000000;1200000;;;3.2;0.0
Biobío;T_cnicos_en_educaci_n_parvularia;98;1,0;6;47;18;;29;89;8;;;3;500000;500000;;;0.8;0.5
Biobío;T_cnicos_en_electr_nica;44;1,0;;;;;;;;;;;;;;;2.4;0.0
Biobío;T_cnicos_en_electricidad;328;1,8;1;53;32;;14;51;3;;5;41;800000;850000;;;2.1;2.3
Biobío;T_cnicos_en_ingenier_a_mec_nica;162;2,1;8;69;10;;13;71;;;4;25;900000;950000;;;2.4;3.2
Biobío;T_cnicos_y_asistentes_en_contabilidad;123;1,0;8;71;2;;19;73;2;;8;18;750000;850000;;;2.0;2.5
Biobío;T_cnicos_y_auxiliares_param_dicos_de_enfermer_a;923;1,1;30;62;;;5;56;16;;6;22;625000;700000;650000;750000;1.3;1.0
Biobío;T_cnicos_y_auxiliares_param_dicos_en_odontolog_a;118;1,3;14;78;;;4;73;14;;1;12;600000;600000;;;1.1;0.0
Biobío;Trabajadores_de_casa_particular_y_asistentes_dom_sticos;94;1,0;;8;84;;8;62;19;;9;11;537500;550000;;;1.4;1.8
Biobío;Trabajadores_de_tareas_administrativas_generales;86;1,0;;7;41;;52;83;5;;;13;700000;725000;;;1.2;1.4
Biobío;Vendedores_de_comida_al_mostrador;77;1,1;;3;90;;8;61;29;;;10;;;;;0.9;0.9
Biobío;Vendedores_por_internet_y_otros_medios_de_comunicaci_n;288;1,0;;15;49;;35;44;41;;0;14;800000;900000;;;1.3;1.3
Biobío;Vendedores_y_asistentes_de_venta_de_tiendas__almacenes_y_puestos_de_mercado;2.920;2,8;;16;58;1;25;41;28;;1;30;535000;650000;550000;643750;1.1;1.3
Biobío;Veterinarios;68;1,1;51;31;;;18;49;13;;31;7;1188000;1400000;;;2.0;2.6
Biobío;_;44;1,0;;;;;;;;;;;;;;;0.0;0.0
Coquimbo;Abogados;56;1,0;86;9;;;5;57;29;;;14;1200000;1598000;;;2.4;0.0
Coquimbo;Administrador_de_Sistemas;41;2,0;37;39;15;;10;54;12;5;;29;1000000;1200000;;;2.2;0.0
Coquimbo;Agentes_de_aduana;23;1,0;;;;;;;;;;;792000;900000;;;1.7;0.0
Coquimbo;Agentes_de_seguros_y_ejecutivos_de_fondos_de_pensiones;228;4,0;4;23;54;;18;47;11;10;2;31;800000;1000000;722500;800000;1.4;1.4
Coquimbo;Agentes_inmobiliarios;99;1,0;5;37;18;;39;69;6;2;;22;975000;1081250;;;1.9;2.7
Coquimbo;Agentes_responsables_de_adquisiciones;76;1,0;12;38;32;;18;64;11;;;25;1000000;1200000;;;2.2;0.0
Coquimbo;Agricultores_y_trabajadores_calificados_de_huertas__invernaderos__viveros_y_jard;65;1,4;;12;46;5;35;56;19;;2;23;650000;650000;;;1.1;1.1
Coquimbo;Analista_QA;14;1,1;;;;;;;;;;;1050000;1325000;;;2.2;0.0
Coquimbo;Analista_de_Sistemas;29;1,0;;;;;;;;;;;1122500;1300000;;;2.3;0.0
Coquimbo;Analista_de_Software;17;1,8;;;;;;;;;;;1000000;1200000;;;2.0;0.0
Coquimbo;Analistas_financieros;27;1,0;;;;;;;;;;;1200000;1500000;;;2.1;0.0
Coquimbo;Arquitecto_Software;1;1,0;;;;;;;;;;;;;;;4.0;0.0
Coquimbo;Arquitecto_TI;2;1,0;;;;;;;;;;;2375000;2750000;;;3.6;0.0
Coquimbo;Arquitectos;40;1,0;80;10;;;10;90;3;;5;10;1200000;1487500;;;3.2;0.0
Coquimbo;Auxiliares_de_aseo_de_oficinas__hoteles_y_otros_establecimientos;759;1,1;;0;60;10;30;46;27;;2;25;525000;550000;;;1.1;1.2
Coquimbo;Auxiliares_y_ayudantes_de_registros_de_contabilidad_y_c_lculo_de_costos;83;1,0;1;58;19;;22;72;7;;4;17;600000;700000;;;1.5;1.4
Coquimbo;Ayudantes_de_cocina;333;1,6;;4;76;1;19;58;19;;4;20;550000;600000;;;1.1;1.3
Coquimbo;B_rmanes;23;1,0;;;;;;;;;;;580000;600000;;;1.2;0.0
Coquimbo;Bomberos_de_gasolineras;19;1,0;;;;;;;;;;;;;;;1.0;0.0
Coquimbo;Cajeros_de_bancos_y_de_oficinas_de_correo;191;1,6;;12;77;;12;47;19;;9;26;555000;600000;;;1.0;0.9
Coquimbo;Cajeros_de_comercio;342;1,0;;;97;;3;23;28;;1;49;500000;530000;;;1.0;1.1
Coquimbo;Carniceros_y_pescaderos;15;1,0;;;;;;;;;;;;;;;1.1;0.0
Coquimbo;Carpinteros_de_obra;158;1,5;;3;59;9;29;77;2;;6;16;712500;760000;;;1.7;2.0
Coquimbo;Chapistas_y_caldereros;2;1,0;;;;;;;;;;;;;;;1.7;0.0
Coquimbo;Chefs;22;1,0;;;;;;;;;;;1218750;1300000;;;2.5;0.0
Coquimbo;Cobradores;45;1,1;13;20;60;;7;47;4;;2;47;800000;950000;;;1.7;1.8
Coquimbo;Cocineros;179;1,2;;17;54;;29;64;11;;3;22;600000;650000;;;1.5;1.8
Coquimbo;Cocineros_de_comida_r_pida;75;1,3;;;99;;1;23;69;;;8;;;;;0.9;0.0
Coquimbo;Community_Manager;7;1,0;;;;;;;;;;;1000000;1200000;;;1.7;0.0
Coquimbo;Conductores_de_autom_viles__taxis_y_camionetas;614;1,4;;;95;;3;65;1;;6;28;700000;750000;;;1.8;2.4
Coquimbo;Conductores_de_buses_y_trolebuses;34;1,0;;;100;;3;97;;;;3;;;;;1.9;2.4
Coquimbo;Conductores_de_camiones_pesados_y_de_alto_tonelaje;214;1,1;;0;93;;2;70;1;;6;23;1006250;1100000;;;2.2;2.5
Coquimbo;Conductores_de_motocicletas;57;1,2;;;100;;9;42;49;;;9;;;;;0.9;0.0
Coquimbo;Contadores;89;1,0;36;29;6;;29;70;4;;3;22;992500;1237500;;;2.8;3.0
Coquimbo;Data_Analyst;15;1,0;;;;;;;;;;;1000000;1200000;;;1.8;0.0
Coquimbo;Data_Scientist;2;1,0;;;;;;;;;;;1200000;1500000;;;2.2;0.0
Coquimbo;Delineantes_y_dibujantes_t_cnicos;34;1,0;6;69;3;;22;47;9;;6;38;1000000;1120000;;;2.7;0.0
Coquimbo;Desarrollador_Back_End;15;1,1;;;;;;;;;;;900000;1300000;;;2.3;0.0
Coquimbo;Desarrollador_Dise_ador_de_Sistemas;15;1,0;;;;;;;;;;;1675000;1700000;;;2.6;0.0
Coquimbo;Desarrollador_Front_End;2;3,0;;;;;;;;;;;1500000;1668750;;;2.5;0.0
Coquimbo;Desarrollador_Full_Stack;6;1,0;;;;;;;;;;;1350000;1800000;;;2.7;0.0
Coquimbo;Desarrollador_de_Software;26;1,0;;;;;;;;;;;1300000;1687500;;;2.3;0.0
Coquimbo;Digitadores_de_datos;17;1,0;;;;;;;;;;;600000;600000;;;1.2;0.0
Coquimbo;Directores__gerentes_y_administradores_de_hoteles__restaurantes__comercios_y_otr;158;1,5;1;44;19;;36;76;1;;;21;750000;850000;950000;1000000;2.1;1.9
Coquimbo;Directores__gerentes_y_administradores_de_producci_n_y_operaciones;51;1,0;94;6;;;2;98;;;;2;1587500;1850000;;;3.1;0.0
Coquimbo;Dise_ador_Web;17;1,0;;;;;;;;;;;1000000;1200000;;;2.1;0.0
Coquimbo;Dise_adores_gr_ficos_y_de_multimedia;19;1,0;;;;;;;;;;;487500;800000;;;1.4;0.0
Coquimbo;Dise_adores_y_administradores_de_bases_de_datos;105;1,0;;;;;;100;;;;;1500000;1512500;;;1.5;0.0
Coquimbo;Dise_adores_y_decoradores_de_interior;40;1,0;31;25;8;;36;61;11;;3;25;700000;750000;;;1.2;0.0
Coquimbo;Ebanistas_y_mueblistas;29;1,0;;;;;;;;;;;800000;805000;;;1.6;0.0
Coquimbo;Educadores_de_p_rvulos;89;1,0;70;19;;;11;84;6;;;10;650000;700000;;;1.1;1.2
Coquimbo;Ejecutivos_de_pr_stamos_y_cr_ditos;148;1,6;28;45;13;;14;75;9;1;;14;700000;925000;700000;775000;1.4;1.3
Coquimbo;Electricistas_de_obras;261;1,0;;17;61;;22;74;1;;;23;760000;800000;;;1.8;2.2
Coquimbo;Empleados_de_agencias_de_viajes;15;1,0;;;;;;;;;;;850000;900000;;;1.3;0.0
Coquimbo;Empleados_de_centros_de_llamadas_de_informaciones;27;1,0;;;;;;;;;;;650000;700000;;;1.3;0.0
Coquimbo;Empleados_de_informaciones__reclamos_o_sugerencias;154;1,4;;22;59;;19;34;38;;;28;675000;750000;;;1.2;1.1
Coquimbo;Empleados_de_servicios_de_transporte;145;1,0;6;28;47;;19;55;14;1;;26;800000;1000000;;;1.7;1.4
Coquimbo;Empleados_encargados_del_control_de_abastecimiento_e_inventario;915;1,3;4;24;51;1;19;45;9;;6;40;600000;700000;500000;600000;1.3;1.5
Coquimbo;Empleados_y_asistentes_de_recursos_humanos;122;1,0;4;72;2;;21;69;3;;3;24;555000;700000;;;1.5;1.8
Coquimbo;Enfermeros_profesionales;148;1,6;64;22;6;;9;47;22;;15;17;1100000;1437500;1207625;1450000;1.7;2.1
Coquimbo;Especialistas_en_ciberseguridad;3;4,0;;;;;;;;;;;1437500;1800000;;;2.4;0.0
Coquimbo;Especialistas_en_formaci_n_del_personal;56;1,0;21;54;;;25;30;64;;5;25;700000;725000;;;2.2;0.0
Coquimbo;Especialistas_en_m_todos_pedag_gicos;81;1,0;66;18;4;;13;69;28;;;3;893125;1050000;;;2.0;2.8
Coquimbo;Especialistas_en_pol_ticas_y_servicios_de_personal;45;1,1;31;36;;;33;62;4;;;33;981250;1200000;;;2.3;0.0
Coquimbo;Especialistas_y_asesores_de_gesti_n;120;1,2;66;22;;;10;69;4;;14;12;1068750;1450000;1000000;1250000;2.4;2.5
Coquimbo;Garzones_de_mesa;94;1,0;;1;91;;7;64;17;;2;17;700000;700000;;;1.2;2.2
Coquimbo;Gasf_ter_e_instaladores_de_tuber_as;56;1,0;;;85;4;11;45;19;;;36;750000;750000;;;1.9;0.0
Coquimbo;Guardias_de_seguridad;801;1,0;;5;75;4;16;46;5;;9;40;600000;650000;550000;550000;1.1;1.4
Coquimbo;Ingeniero_QA;7;1,0;;;;;;;;;;;1693750;1800000;;;3.4;0.0
Coquimbo;Ingeniero_de_Software;4;1,3;;;;;;;;;;;1250000;1450000;;;2.6;0.0
Coquimbo;Ingenieros_civiles__ingenieros_en_construcci_n_y_constructores_civiles;801;1,0;45;27;2;;26;77;3;;4;16;1450000;1825000;1650000;1850000;4.3;5.4
Coquimbo;Ingenieros_el_ctricos;74;7,3;43;39;3;;15;75;3;;4;17;1500000;1800000;;;4.0;4.2
Coquimbo;Ingenieros_industriales_y_de_producci_n;76;1,0;77;19;;;4;67;;7;7;20;1200000;1537500;;;2.9;3.9
Coquimbo;Ingenieros_mec_nicos;45;1,0;36;42;;;22;73;;2;16;9;1500000;1743750;;;3.7;0.0
Coquimbo;Ingenieros_medioambientales;126;1,2;54;18;10;;17;72;3;;5;17;1312500;1500000;;;3.4;2.5
Coquimbo;Ingenieros_qu_micos;52;1,0;33;45;4;;18;55;2;;27;14;900000;1000000;;;2.1;0.0
Coquimbo;Ingenieros_y_t_cnicos_en_prevenci_n_de_riesgos__inspectores_de_la_salud__y_otros;699;1,0;36;45;1;;17;68;6;;8;19;1000000;1200000;1050000;1175000;2.4;3.0
Coquimbo;Instaladores_y_reparadores_en_tecnolog_a_de_la_informaci_n_y_las_comunicaciones;191;1,6;;16;69;;13;68;7;;3;23;700000;762500;;;1.4;1.4
Coquimbo;Jefe_de_Proyecto_TI;6;3,7;;;;;;;;;;;1525000;1950000;;;3.0;0.0
Coquimbo;Kinesi_logos;45;1,0;57;31;;;12;45;45;;5;5;1000000;1050000;;;1.5;0.0
Coquimbo;Limpiadores_de_veh_culos;36;1,0;;;91;;6;57;11;;;31;550000;550000;;;0.8;0.0
Coquimbo;Marketing_Manager;6;1,0;;;;;;;;;;;1350000;1800000;;;1.8;0.0
Coquimbo;Mec_nicos_de_instalaciones_de_refrigeraci_n_y_aire_acondicionado;81;1,0;5;33;42;;20;51;;;20;30;900000;956250;;;2.3;2.8
Coquimbo;Mec_nicos_y_ajustadores_electricistas;143;3,1;;42;32;;27;62;1;;6;32;900000;981250;;;2.0;1.6
Coquimbo;Mec_nicos_y_reparadores_de_veh_culos_de_motor__m_quinas_agr_colas_e_industriales;330;1,1;;51;23;;26;75;0;;5;19;700000;800000;500000;700000;1.9;2.0
